policy,K,eps,answer_noise,rep_seed,episode_id,mode_name,question_cost,ask_counts_as_step,wrong_pick_fail,deadline_margin,success,steps,questions_asked,regret,map_correct,episode_max_steps,failure_by_wrong_pick,failure_by_timeout,entropy_before_first_ask,entropy_after_first_ask,effective_goal_count_before,effective_goal_count_after,ig_of_first_asked_question
ask_or_act,2,0.0,0.0,0,0,modeA,0.0,True,False,3,True,11,0,1.0,True,13,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,1,modeA,0.0,True,False,3,True,9,0,2.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,2,modeA,0.0,True,False,3,True,12,0,3.0,True,12,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,3,modeA,0.0,True,False,3,True,9,0,0.0,True,12,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,4,modeA,0.0,True,False,3,True,8,0,0.0,True,11,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,5,modeA,0.0,True,False,3,True,6,0,2.0,True,7,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,6,modeA,0.0,True,False,3,True,8,0,2.0,True,9,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,7,modeA,0.0,True,False,3,True,8,0,1.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,8,modeA,0.0,True,False,3,True,7,0,0.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,9,modeA,0.0,True,False,3,True,7,0,1.0,True,9,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,10,modeA,0.0,True,False,3,False,6,0,3.0,True,6,False,True,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.0,0.0,0,11,modeA,0.0,True,False,3,True,7,0,0.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,0,modeA,0.0,True,False,3,True,12,0,3.0,True,12,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,1,modeA,0.0,True,False,3,False,12,0,3.0,True,12,False,True,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,2,modeA,0.0,True,False,3,True,9,0,3.0,True,9,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,3,modeA,0.0,True,False,3,False,11,0,3.0,True,11,False,True,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,4,modeA,0.0,True,False,3,True,9,0,2.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,5,modeA,0.0,True,False,3,True,7,0,0.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,6,modeA,0.0,True,False,3,True,11,0,2.0,True,12,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,7,modeA,0.0,True,False,3,True,10,0,1.0,True,12,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,8,modeA,0.0,True,False,3,True,9,0,2.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,9,modeA,0.0,True,False,3,True,14,0,3.0,True,14,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,10,modeA,0.0,True,False,3,True,9,0,1.0,True,11,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.0,0.0,0,11,modeA,0.0,True,False,3,True,15,0,2.0,True,16,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
